kind,name,display,vertical,description,replies,room,linksTo,positionX,positionY,verbs,verbs_display,onVerb_description,onVerb_linksTo,onVerb_alter,onVerb_make,onVerb_dialog,moveTo,moveToX,moveToY
object,stacks_R_1,stacks,,li-pa,,archives_1,,75,20,inspect|inspect|inspect|inspect,magnetic tape|mail (electronic)|mining (asteroid)|morse code,"coils of curling, flaking plastic tapes.|printouts of the last cc-all thread.|a tiny model of an asteroid, stuck on a pen. a cutaway view shows that the inside has been hollowed out. a section has been converted to housing. minuscule models of miners are positioned around the base. some seem to be having a party.|-- -.-- / -.-. ..- .-. .-. . -. - / .. ... / ...- . .-. -.-- / ... - .-. --- -. --. / .- - / - .. -- . ... --..-- / .- -. -.. / .-- . / -.-. .- -. / .-- --- .-. -.- / -... . - - . .-. / .-- .. - .... --- ..- - / - .... . / -... .- - - . .-. .. . ... --..-- / .- ... / - .... . / .- ..- .-. --- .-. .- / ... . . -- ... / - --- / -. . ..- - .-. .- .-.. .. --.. . / .- -. -.. / .- ..- --. -- . -. - / --- ..- .-. / -... .- - - . .-. .. . ... / .- .-.. - . .-. -. .- - . .-.. -.-- --..-- / -- .- -.- .. -. --. / -.-. ..- .-. .-. . -. - / - --- --- / ... - .-. --- -. --. / .- - / - .. -- . ... / ..-. --- .-. / --- ..- .-. / .-. . .-.. .- -.-- / -- .- --. -. . - ... .-.-.- / ... ..- .--. .--. --- ... . / .-- . / .-- --- .-. -.- / .-- .. - .... --- ..- - / -... .- - - . .-. .. . ... / .-- .... .. .-.. . / .-- . / .- .-. . / .- ..-. ..-. . -.-. - . -.. / -... -.-- / - .... .. ... / - .-. --- ..- -... .-.. .",,,,,,,
object,stacks_R_2,stacks,,pa-sa,,archives_1,,75,40,inspect|inspect|inspect|inspect|inspect,party line|power (solar)|radio|rug restoration|rv winterization,"a telephone receiver. you pick it up to a tinny conversation between two voices. they are discussing canning tomatoes. you set it back down.|the entire drawer is paneled in reflective glass. it feels warm to the touch.|book of best practices for the the on-air personality.|carded fibers in dozens of materials, in hundreds of colors.|an air compressor kit, fitted with a garden hose attachment.",,,,,,,
object,stacks_R_3,stacks,,sa-ve,,archives_1,,75,60,inspect|inspect|inspect|inspect,sailing|shelters|timepieces (atomic)|underworld,"the whole cabinet is full of coiled, barnacle-encrusted, rope.|little mud houses, like the kinds children would make on the playground after a night of rain.|a sample of caesium-133, suspended in glass.|a pomegranate, split in half. the seeds look like garnets in the gloom.",,,,,,,
object,stacks_R_4,stacks,,ve-zy,,archives_1,,75,80,make|inspect|inspect,vinyl (music)|waste management|water,"twenty years of mail-order catalogs. ""Hits of 1966"". | ""How shall we collect the garbage? A study in economic organization"". published in 1972. |the drawer is full of clear spring water. you touch it, and your hand comes up wet.",,,vinyl_record,,,,
object,vinyl_record,vinyl record,,a flat disk of pressed plastic. the label is worn off.,,,,63,70,take,take,,,,,,,,
,,,,,,,,,,,,,,,,,,,
room,archives_2,,,,,,,,,,,,,,,,,,
object,north,↟,,archive north,,archives_2,archives_1,50,5,,,,,,,,,,
object,south,↡,,archive south,,archives_2,archives_3,50,95,,,,,,,,,,
object,airplane_fuselage,airplane fuselage,,"a small passenger plane, missing its wings. the librarian lives in here.",,archives_2,,19,51,,,,,,,,,,
object,tree_trunk,tree trunk,,"a slice of an enormous redwood tree. the rings are marked– you counted up to 850, once.",,archives_2,,78,77,,,,,,,,,,
object,record_player,record player,,a magnavox portable player. it is painted baby blue.,,archives_2,,24,79,library_card:take,take,,,,,,,,
object,taxidermy_bird,taxidermy bird,,"a stuffed canary, wired to a perch in an ornate cage.",,archives_2,,66,18,inspect,wind key,a music-box hidden somewhere in the base of the cage begins to spin. little pinging notes echo off the tunnel walls.,,,,,,,
,,,,,,,,,,,,,,,,,,,
room,archives_3,,,,,,,,,,,,,,,,,,
object,north,↟,,archive north,,archives_3,archives_2,50,5,,,,,,,,,,
person,librarian,the librarian,,a severe countenance only slightly interrupted by the smile lines. ,,archives_3,,60,35,talk,talk,,,,,librarian_dialog_1,,,
person,librarian_2,the librarian,,a severe countenance only slightly interrupted by the smile lines. ,,,,60,35,talk|vinyl_record:talk,talk|ask about the record,,,,,librarian_dialog_2|librarian_dialog_4,,,
person,librarian_3,the librarian,,a severe countenance only slightly interrupted by the smile lines. ,,,,60,35,photograph:talk,show the librarian your photograph,,,,,librarian_dialog_7,,,
person,librarian_4,the librarian,,reading a novel.,,,,60,35,talk,invite,,,,,librarian_dialog_8,,,
person,librarian_5,the librarian,,novel still in hand.,,,,50,5,,,,,,,,tunnel_e_6,37,63
dialog,librarian_dialog_1,,,"ah, welcome back to the archives. | we have a new categorization scheme. browse the stacks if you'd like.",[x],the librarian,,,,,,,,,,,,,
dialog,librarian_dialog_2,,,did you look through the archives? I think this system might stick. | or can I help you find something?,well... I was wondering about music.,the librarian,,,,talk,,,,,,librarian_dialog_3,,,
dialog,librarian_dialog_3,,,"music? we have all sorts! try b for broadcast, r for radio, or v for vinyl.",[x],the librarian,,,,,,,,,,,,,
dialog,librarian_dialog_4,,,"hm, I'll be honest... I'm not sure what's on it. | but I do have a record player. we could find out.",could I borrow the player? it's for angela's birthday party...,the librarian,,,,talk,,,,,,librarian_dialog_5,,,
dialog,librarian_dialog_5,,,"you want to borrow the record player? like... a loan? | well. well, well, well. | we haven't had a <i>loan</i> request in quite some time. but it's possible. it's possible. | I just need you to sign up for a library card.",is that... really necessary? ,the librarian,,,,talk,,,,,,librarian_dialog_6,,,
dialog,librarian_dialog_6,,,"it's absolutely necessary. I can't loan things out willy-nilly. come back with .. um ... a photo id? or, well, a photograph anyway.",[x],the librarian,,,,inspect,,,,librarian_2:librarian_3,,,,,
dialog,librarian_dialog_7,,,"oh, you brought it! that's a nice photograph of you.|this'll do. let me just write the date of the loan on the back... and the item loaned... | and there we go. that's a library card if I've ever seen one. | go ahead and borrow the record player!",[x],the librarian,,,,inspect,,,,photograph:library_card|librarian_3|librarian_1,,,,,
dialog,librarian_dialog_8,,,"hmm... I hear the party's on. | let's go hear that record play, yes?",[x],the librarian,,,,inspect,,,,"librarian_4:librarian_5,angela_all:angela_ready",,,,,
object,radio_transmitter,radio transmitter,,the vhs player is hooked up to it.,,archives_3,,20,80,astronomers_laptop:place,hook up astronomer's laptop,,,"radio_transmitter_2,astronomers_laptop:astronomers_laptop_2",,,,,
object,radio_transmitter_2,radio transmitter,,the astronomer's laptop is hooked up to it.,,,,20,80,inspect,hook up vhs player,,,radio_transmitter,,,,,
object,astronomers_laptop_2,astronomer's laptop,,"a scrappy machine, running linux. a hand-made GPS ping program is open on it.",,,,46,67,enter,run program,running program...,gps_program,,,,,,
object,vhs_deck_owl,vhs deck,,there's a small display screen; it is currently playing a documentary about a woman who rehabilitates owls.,,archives_3,,25,73,tape_rose:make|tape_bonsai:make|tape_mad_max:make,insert the name of the rose | insert bonsai for the home gardener | insert mad max,you push a tape into the deck.|you push a tape into the deck.|you push a tape into the deck.,,"vhs_deck_rose,fixed_television_set_owls:fixed_television_set_rose|vhs_deck_bonsai,fixed_television_set_owls:fixed_television_set_bonsai|vhs_deck_mad_max,fixed_television_set_owls:fixed_television_set_mad_max",tape_owl|tape_owl|tape_owl,,,,
object,vhs_deck_owl_2,vhs deck,,there's a small display screen; it is currently playing a documentary about a woman who rehabilitates owls.,,,,25,73,tape_rose:inspect|tape_bonsai:inspect|tape_mad_max:inspect,insert the name of the rose | insert bonsai for the home gardener | insert mad max,you push a tape into the deck.|you push a tape into the deck.|you push a tape into the deck.,,"vhs_deck_rose,fixed_television_set_owls:fixed_television_set_rose|vhs_deck_bonsai,fixed_television_set_owls:fixed_television_set_bonsai|vhs_deck_mad_max,fixed_television_set_owls:fixed_television_set_mad_max",,,,,
object,vhs_deck_rose,vhs deck,,"there's a small display screen; it is currently playing a community production of umberto eco's ""the name of the rose"", recorded on a shaky camcorder.",,,,25,73,tape_owl:inspect|tape_bonsai:inspect|tape_mad_max:inspect,insert the lady and the owl | insert bonsai for the home gardener | insert mad max,you push a tape into the deck.|you push a tape into the deck.|you push a tape into the deck.,,"vhs_deck_owl_2,fixed_television_set_rose:fixed_television_set_owls|vhs_deck_bonsai,fixed_television_set_rose:fixed_television_set_bonsai|vhs_deck_mad_max,fixed_television_set_rose:fixed_television_mad_max",,,,,
object,vhs_deck_bonsai,vhs deck,,there's a small display screen; it is currently playing an educational video about harvesting wild shrubs for bonsai.,,,,25,73,tape_rose:inspect|tape_owl:inspect|tape_mad_max:inspect,insert the name of the rose | insert the lady and the owl | insert mad max,you push a tape into the deck.|you push a tape into the deck.|you push a tape into the deck.,,"vhs_deck_rose,fixed_television_set_bonsai:fixed_television_set_rose|vhs_deck_owl_2,fixed_television_set_bonsai:fixed_television_set_owls|vhs_deck_mad_max,fixed_television_set_bonsai:fixed_television_set_mad_max",,,,,
object,vhs_deck_mad_max,vhs deck,,there's a small display screen; it is currently showing cars exploding in drag races through the desert.,,,,25,73,tape_rose:inspect|tape_bonsai:inspect|tape_owl:inspect,insert the name of the rose | insert bonsai for the home gardener | insert the lady and the owl,you push a tape into the deck.|you push a tape into the deck.|you push a tape into the deck.,,"vhs_deck_rose,fixed_television_set_mad_max:fixed_television_set_rose|vhs_deck_bonsai,fixed_television_set_mad_max:fixed_television_set_bonsai|vhs_owl_2,fixed_television_set_mad_max:fixed_television_set_owl",,,,,
object,shelf_tapes,shelf of tapes,left,a shelf of a few hundred vhs tapes. you browse the hand-written titles.,,archives_3,,9,25,make|make|make,the name of the rose|bonsai for the home gardener|mad max,you pull a tape off the shelf.|you pull a tape off the shelf.|you pull a tape off the shelf.,,,tape_rose|tape_bonsai|tape_mad_max,,,,
object,tape_rose,"vhs of ""the name of the rose""",,"""They believed in God... but traded with the Devil.""",,,,30,18,take,,,,,,,,,
object,tape_bonsai,"vhs of ""bonsai for the home gardener""",,"""How to Collect Wild Trees""",,,,30,25,take,,,,,,,,,
object,tape_mad_max,"vhs of ""mad max""",,"""He rules the roads.""",,,,30,32,take,,,,,,,,,
,tape_owl,"vhs of ""the lady and the owl""",,"""There are many ways of being wounded, yet many ways of being cured.""",,,,24,67,take,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
room,gps_program,,,,,,,,,,,,,,,,,,
object,earth_1,⊕,,⊕,,gps_program,,50,50,,,,,,,,,,
object,earth_2,⊕,,⊕,,,,50,50,make,synchronize,"you reach out and press the center button, sending a radio transmission to every satellite.",,astronomer_2:astronomer_3,"close_program,line_1,line_2",,,,
object,gps_satellite_1,☄,,☄,,gps_program,,52,13,rotate,ping,pinging...,,,,,,,
object,gps_satellite_2,⨒,,⨒,,gps_program,,63,32,rotate,ping,pinging...,,,,,,,
object,gps_satellite_3,🜚︎,,🜚︎,,gps_program,,66,52,rotate,ping,pinging...,,,,,,,
object,gps_satellite_4,☌ ,,☌ ,,gps_program,,60,73,rotate,ping,pinging...,,earth_1:earth_2,,,,,
object,gps_satellite_5,⇔,,⇔,,gps_program,,47,82,rotate,ping,pinging...,,,,,,,
object,gps_satellite_6,⨕,,⨕,,gps_program,,36,67,rotate,ping,pinging...,,,,,,,
object,gps_satellite_7,⫩,,⫩,,gps_program,,34,47,rotate,ping,pinging...,,,,,,,
object,gps_satellite_8,⫘,,⫘,,gps_program,,38,25,rotate,ping,pinging...,,earth_1:earth_2,,,,,
object,line_1,-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,left,,,,,50,50,,,,,,,,,,
object,line_2,-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,,,,,,50,50,,,,,,,,,,
object,close_program,close program,,closing program...,,,archives_3,50,95,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
room,generator_tunnel_2,,,,,,,,,,,,,,,,,,
object,tunnel_wall_left,tunnel wall,left,,,generator_tunnel_2,,15,50,,,,,,,,,,
object,tunnel_wall_right,tunnel wall,right,,,generator_tunnel_2,,85,50,,,,,,,,,,
object,north,↟,,following the tunnel north,,generator_tunnel_2,tunnel_ew_1,50,5,,,,,,,,,,
object,south,↡,,following the tunnel south,,generator_tunnel_2,generator_tunnel_3,50,95,,,,,,,,,,
object,generator_1,generator,,"these were designed to run on ethanol, but have been modified for broader fare.",,generator_tunnel_2,,25,77,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
room,generator_tunnel_3,,,,,,,,,,,,,,,,,,
object,north,↟,,following the tunnel north,,generator_tunnel_3,generator_tunnel_2,50,5,,,,,,,,,,
object,south,↡,,following the tunnel south,,generator_tunnel_3,generator_tunnel_4,50,95,,,,,,,,,,
object,generator_1,generator,,"for a while these burned waste scraps, to limited success.",,generator_tunnel_3,,22,13,,,,,,,,,,
object,generator_2,generator,,now they're running on an algae biofuel.,,generator_tunnel_3,,27,61,,,,,,,,,,
object,generator_3,generator,,making low machine sounds.,,generator_tunnel_3,,24,79,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
room,generator_tunnel_4,,,,,,,,,,,,,,,,,,
object,north,↟,,following the tunnel north,,generator_tunnel_4,generator_tunnel_3,50,5,,,,,,,,,,
object,south,↡,,following the tunnel south,,generator_tunnel_4,generator_tunnel_5,50,95,,,,,,,,,,
object,generator_1,generator,,heat.,,generator_tunnel_4,,23,7,,,,,,,,,,
object,generator_2,generator,,clicks.,,generator_tunnel_4,,25,18,,,,,,,,,,
object,generator_3,generator,,humming.,,generator_tunnel_4,,24,23,,,,,,,,,,
object,generator_5,generator,,fans.,,generator_tunnel_4,,22,76,,,,,,,,,,
object,generator_6,generator,,whirrs.,,generator_tunnel_4,,23,89,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
room,generator_tunnel_5,,,,,,,,,,,,,,,,,,
object,north,↟,,following the tunnel north,,generator_tunnel_5,generator_tunnel_4,50,5,,,,,,,,,,
object,south,↡,,following the tunnel south,,generator_tunnel_5,generator_lake,50,95,,,,,,,,,,
object,generator_open,generator (opened),,the whole face of the machine has been taken off. it is laying on the ground. tubes and copper wires have been pulled out. there is a pool of blue-green liquid on the floor. it all looks... haphazard.,,generator_tunnel_5,,23,26,tools:inspect,repair,"it's going to be a patch job, but you'll do your best. you lay out your tools and get to work. carefully, you reseat housing and reattach cables, but there's only so much you can do with what is already here.",,generator_open_2,,,,,
object,generator_open_2,generator (opened),,"some attempts have been made at piecing things back together, but the machine is decidedly not running. algae is dripping out of a severed tube.",,,,23,26,piping:inspect,patch,"you patch in the plastic tubing. it feels a little visceral, but eventually you turn on the filtration system. it holds. a blessing.",,"generator_fixed,ed_lorris:ed_lorris_2",,,,,
object,generator_fixed,generator (fixed),,"patched, working.",,,,23,26,,,,,,,,,,
object,generator_empty,generator (empty),,it is not running. but it is in one piece.,,generator_tunnel_5,,25,39,algae:inspect,refill,you open the machine and pour in the fresh algae colony.,,generator_still,,,,,
object,generator_still,generator (off),,it is not running. but it is in one piece.,,,,25,39,ignition_button:inspect,turn on,you insert the button into a port on the front and the machine begins to pulse into life.,,"generator_running,astronomer:astronomer_2",,,,,
object,generator_running,generator (on),,it gives off the faintest glow.,,,,25,39,,,,,,,,,,
person,ed_lorris,ed lorris,,a slight man. freckled. arms covered in algae and engine grease.,,generator_tunnel_5,,61,56,talk,talk,,,,,ed_lorris_dialog_1,,,
dialog,ed_lorris_dialog_1,,,"ah, you came. good. good.|though. perhaps... a bit too late. I got impatient. waiting, that is.",ed... ,ed lorris,,,,talk,,,,,,ed_lorris_dialog_2,,,
dialog,ed_lorris_dialog_2,,,"but I've got a lead! on our broken generators. or, to say it differently; I've found the problem. internally. ",ed.,ed lorris,,,,talk,,,,,,ed_lorris_dialog_3,,,
dialog,ed_lorris_dialog_3,,,"it's a simple problem! algae die-off. could have happened to any of them, really. | we just pulled too much power. processed too much. little buggers couldn't keep up multiplying.|we just need a new bucket of algae! pond should get us sorted on the bucket front.",...,ed lorris,,,,talk,,,,,,ed_lorris_dialog_4,,,
dialog,ed_lorris_dialog_4,,,"or... that's all we need for, um, the generator that I didn't take apart looking for the problem. | the other one... might need a little more work.|... sorry.",[x],ed lorris,,,,,,,,,,,,,
person,ed_lorris_2,ed lorris,,beaming.,,,,28,18,talk,talk,,,,,ed_lorris_dialog_5,,,
dialog,ed_lorris_dialog_5,,,"oh my lord, you actually fixed it. | I mean... I knew it was fixable. and I knew you were the one for the job! | though... maybe... don't tell anyone about this, okay? | ah, shoot, and here's the ignition button. forgot I had it in my pocket. maybe you need it for the other one?",[x],ed lorris,,,,make,,,,,ignition_button,,,,
object,ignition_button,ignition button,,a little plastic key.,,,,19,22,take,take,,,,,,,,
person,ed_lorris_3,ed lorris,,a slight man. freckled. arms covered in algae and engine grease.,,,,28,18,talk,invite,,,,,ed_lorris_dialog_6,,,
dialog,ed_lorris_dialog_6,,,"angela's party is starting? and I'm invited? | well, hot damn! ",[x],ed lorris,,,,inspect,,,,ed_lorris_3:ed_lorris_4,,,,,
person,ed_lorris_4,ed lorris,,"hands in his pockets, hair combed back.",,,,50,5,,,,,,,,tunnel_e_6,65,60
,,,,,,,,,,,,,,,,,,,
room,generator_lake,,,,,,,,,,,,,,,,,,
object,north,↟,,following the tunnel north,,generator_lake,generator_tunnel_5,50,5,,,,,,,,,,
object,lake,lake shore,,,,generator_lake,,50,45,bucket:make,take water,you dip your bucket into the surface.,,,water,,,,
object,boulder_1,boulder,,sticking out of the inky water.,,generator_lake,,29,74,,,,,,,,,,
object,boulder_2,boulder,,a barely visible island in the dark.,,generator_lake,,78,93,,,,,,,,,,
object,lamp_on,lamp,,"a low, steady light casting shadows on the surface of the lake.",,generator_lake,,45,38,inspect|knife:make,look|cut,"the light doesn't reach the ceiling, and with the smell of the water you could almost imagine you were outside.|you reach down and, with one deft motion, sever the cord.",,|lamp_off,|algae,,,,
object,lamp_off,lamp,,a dimmed lamp.,,,,45,38,,,,,,,,,,
object,algae,bioluminescent algae,,"in the sudden darkness it blooms like an aurora, swirling patterns made of millions of pinpricks. dizzying. the floor becomes the sky.",,,,50,65,bucket:take,take,"you dip your bucket into the swell and it sends of waves out like fireworks, the rippling water catching the glow. the bucket glows too. full of light.",,,,,,,
object,water,water,,clear and cold.,,,,50,42,take,take,,,,,,,,
,,,,,,,,,,,,,,,,,,,
room,tunnel_lake_1,tunnel,,,,,,,,,,,,,,,,,
object,tunnel_wall_left,tunnel wall,left,you run your fingers along it.,,tunnel_lake_1,,20,50,,,,,,,,,,
object,tunnel_wall_right,tunnel wall,right,rough-cut stone.,,tunnel_lake_1,,80,50,,,,,,,,,,
object,north,↟,,following the tunnel north,,tunnel_lake_1,tunnel_junction,50,5,,,,,,,,,,
object,south,↡,,following the tunnel south,,tunnel_lake_1,tunnel_lake_2,50,95,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
room,tunnel_lake_2,tunnel,,,,,,,,,,,,,,,,,
object,north,↟,,following the tunnel north,,tunnel_lake_2,tunnel_lake_1,50,5,,,,,,,,,,
object,south,↡,,following the tunnel south,,tunnel_lake_2,tunnel_lake_3,50,95,,,,,,,,,,
object,west,↞,,going to the court,,tunnel_lake_2,court,5,50,,,,,,,,,,
object,tunnel_wall_right,tunnel wall,right,a smoothed hollow,,tunnel_lake_2,,80,50,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
room,court,court,,,,,,,,,,,,,,,,,
object,east,↠,,going back to the tunnel,,court,tunnel_lake_2,95,50,,,,,,,,,,
object,abels_rv,rv,,"a winnebago, boxy and tall. a bedroll has been set up on the roof.",,court,,40,30,abels_rv_key:enter,enter,you unlock abel's front door and go inside.,abels_rv_room,,,,,,
object,cains_rv,rv,,"a ford truck, painted with tulips. a set of wooden stairs lead up the front door.",,court,,65,45,cains_rv_key:enter,enter,you unlock cain's front door and go inside.,cains_rv_room,,,,,,
object,palm_tree,plastic palm tree,,hung with christmas ornaments.,,court,,55,70,,,,,,,,,,
object,picnic_table,picnic table,,still sporting unwashed dishes from a shared meal.,,court,,60,75,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
room,abels_rv_room,,,,,,,,,,,,,,,,,,
object,cupboard,cupboard,,clapboard– held together with zipties. ,,abels_rv_room,,29,79,make,open,you slide open the bottom drawer. nestled amongst the sweaters is a light bulb.,,,abels_light_bulb,,,,
object,teapot,teapot,,"overly ornate. porcelain, painted daisies.",,abels_rv_room,,59,45,,,,,,,,,,
object,table,table,,"round, set for two.",,abels_rv_room,,59,53,,,,,,,,,,
object,potted plant,potted plant,,"a monstera. one big leaf, with a grow light positioned just above it.",,abels_rv_room,,67,36,,,,,,,,,,
object,bed,bed,,neatly made. positioned above the driver's seat.,,abels_rv_room,,31,41,,,,,,,,,,
object,door,door,,going to the court,,abels_rv_room,court,64,83,,,,,,,,,,
object,abels_light_bulb,abel's light bulb,,"an incandescent bulb, wrapped carefully in a piece of old paper.",,,,30,75,take,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
room,cains_rv_room,,,,,,,,,,,,,,,,,,
object,bookshelf,bookshelf,,"lacquered bamboo– sporting a few books, but far more odds and ends. ",,cains_rv_room,,23,52,make,inspect,romance novels. guitar strings. a whole shelf of shoes. ah– and a light bulb.,,,cains_light_bulb,,,,
object,guitar,guitar,,not a speck of dust on it.,,cains_rv_room,,45,73,inspect,strum,"you don't play, but even running your hand across the strings makes a pleasant sound.",,,,,,,
object,framed photograph,framed photograph,,it's abel.,,cains_rv_room,,44,41,,,,,,,,,,
object,couch,couch,,"a down comforter is folded at one end, and a pillow is at the other.",,cains_rv_room,,66,44,,,,,,,,,,
object,door,door,,going to the court,,cains_rv_room,court,27,74,,,,,,,,,,
object,cains_light_bulb,cain's light bulb,,"an incandescent bulb– a few scratches, but perfectly functional.",,,,23,57,take,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
room,tunnel_lake_3,tunnel,,,,,,,,,,,,,,,,,
object,north,↟,,following the tunnel north,,tunnel_lake_3,tunnel_lake_2,50,5,,,,,,,,,,
object,south,↡,,going to the lake,,tunnel_lake_3,lake,50,95,,,,,,,,,,
object,tunnel_wall_left,tunnel wall,left,inset with small divots.,,tunnel_lake_3,,20,50,,,,,,,,,,
object,tunnel_wall_right,tunnel wall,right,your palm against the rock.,,tunnel_lake_3,,80,50,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
room,lake,the lake,,,,,,,,,,,,,,,,,
object,north,↟,,following the tunnel north,,lake,tunnel_lake_3,50,5,,,,,,,,,,
object,houseboat,houseboat,,mr. pond lives here. all hung with nets and homemade tackle.,,lake,,65,70,,,,,,,,,,
object,pier,the pier,right,a fragile little jetty pushing out into the water.,,lake,,55,60,,,,,,,,,,
object,lake,lake,,vast. inky. stretching out from the tunnels into the darkness of the mine.,,lake,,50,85,inspect|inspect,shout|sing,"your voice echoes back, distorted and booming.|you sing a few lines of an old hymn - it sounds like you are singing with a choir.",,,,,,,
object,bucket,bucket,,"a plastic pail, light and useful.",,lake,,32,30,take,take,,,,,,,,
object,camera,camera,,"a polaroid camera. plastic, square. ",,,,67,26,take,take,,,,,,,,
person,mr_pond,mr. pond,,the night fisherman.,,lake,,70,30,talk,talk,,,,,mr_pond_dialog_1,,,
person,mr_pond_2,mr. pond,,the night fisherman.,,,,70,30,talk|pumpkin:place,talk|give mr. pond a pumpkin,|you hand over the pumpkin you harvested from the community gardens. mr. pond makes to speak.,,|mr_pond_3,,mr_pond_dialog_1|,,,
person,mr_pond_3,mr. pond,,the slightest smile.,,,,70,30,talk,talk,,,,,mr_pond_dialog_4,,,
person,mr_pond_4,mr. pond,,the night fisherman.,,,,70,30,talk,talk,,,,,mr_pond_dialog_5,,,
person,mr_pond_5,mr. pond,,the night fisherman.,,,,70,30,talk,invite,,,,,mr_pond_dialog_6,,,
person,mr_pond_6,mr. pond,,birthday candle in hand.,,,,50,5,,,,,,,,tunnel_e_6,60,29
dialog,mr_pond_dialog_1,,,. . . evening.,"hello, mr. pond | catch anything today, mr. pond?",mr. pond,,,,talk|talk,,,,,,mr_pond_dialog_2|mr_pond_dialog_3,,,
dialog,mr_pond_dialog_2,,,. . . | . . . . . . . | hello.,[x],mr. pond,,,,,,,,,,,,,
dialog,mr_pond_dialog_3,,,nothing . . . worth the keeping. | trash . . . and junk. | sick . . . of fish anyway. | what I wouldn't give . . . for a vegetable.,[x],mr. pond,,,,inspect,,,,mr_pond:mr_pond_2,,,,,
dialog,mr_pond_dialog_4,,,oh . . . it's . . . a beautiful pumpkin.|. . . here. take this. | . . . fished it out . . . yesterday. | might . . . even work. haven't . . . tried.,[x],mr. pond,,,,make,,,,mr_pond_3:mr_pond_4,camera,,,,
dialog,mr_pond_dialog_5,,,. . . ,. . .,mr. pond,,,,,,,,,,,,,
dialog,mr_pond_dialog_6,,,. . . . . . . . | ok.,. . .,mr. pond,,,,,,,,mr_pond_5:mr_pond_6,,,,,